6.8300e+02,1.0000e+00,5.1984e+01,1.6000e+01,2.0746e+12,9.4103e+00,1.9311e+38
1.1170e+03,1.0000e+00,1.2242e+01,5.0000e+00,3.3757e+12,3.5541e+00,1.1478e+38
1.9100e+03,1.0000e+00,2.5150e+00,1.4000e+00,5.7531e+12,1.2236e+00,6.5091e+37
